,ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alchohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Alchohol_agg,Amphet_agg,Amyl_agg,Benzos_agg,Caff_agg,Cannabis_agg,Choc_agg,Coke_agg,Crack_agg,Ecstasy_agg,Heroin_agg,Ketamine_agg,Legalh_agg,LSD_agg,Meth_agg,Mushrooms_agg,Nicotine_agg,Semer_agg,VSA_agg
983,987,-0.95197,-0.48246,-0.05921,-0.57009,-0.31685,0.73545,-0.80615,-0.71727,-0.45321,0.25953,0.88113,0.07987,CL5,CL6,CL0,CL6,CL6,CL6,CL3,CL3,CL0,CL3,CL6,CL0,CL2,CL4,CL6,CL3,CL0,CL0,CL0,USER,USER,CLEAN,USER,USER,USER,USER,USER,CLEAN,USER,USER,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN
984,988,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,CL4,CL0,CL0,CL4,CL6,CL6,CL4,CL2,CL2,CL3,CL0,CL0,CL3,CL2,CL4,CL3,CL5,CL0,CL0,USER,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,USER,CLEAN,USER,USER,USER,CLEAN,CLEAN
985,989,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987,CL4,CL3,CL0,CL6,CL5,CL6,CL6,CL5,CL0,CL6,CL0,CL0,CL3,CL0,CL4,CL0,CL6,CL0,CL0,USER,USER,CLEAN,USER,USER,USER,USER,USER,CLEAN,USER,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN
986,990,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,-0.79151,0.00332,0.14143,-1.07533,-0.27607,1.29221,1.2247,CL5,CL6,CL0,CL4,CL6,CL4,CL4,CL3,CL5,CL3,CL2,CL1,CL3,CL1,CL5,CL1,CL6,CL0,CL2,USER,USER,CLEAN,USER,USER,USER,USER,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN
987,991,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.72012,-0.57545,1.65653,0.13136,-0.40581,0.88113,1.2247,CL6,CL4,CL2,CL6,CL6,CL6,CL5,CL4,CL3,CL2,CL6,CL0,CL3,CL0,CL4,CL2,CL6,CL0,CL2,USER,USER,CLEAN,USER,USER,USER,USER,USER,USER,CLEAN,USER,CLEAN,USER,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN
988,992,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,0.31287,1.74091,0.29338,-0.76096,-1.78169,1.86203,1.92173,CL5,CL4,CL5,CL3,CL6,CL6,CL6,CL3,CL0,CL4,CL0,CL0,CL5,CL0,CL4,CL5,CL6,CL0,CL0,USER,USER,USER,USER,USER,USER,USER,USER,CLEAN,USER,CLEAN,CLEAN,USER,CLEAN,USER,USER,USER,CLEAN,CLEAN
989,993,1.82213,-0.48246,-0.05921,-0.28519,-0.31685,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21712,-0.21575,CL3,CL1,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
990,994,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-1.1943,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,CL5,CL2,CL2,CL2,CL6,CL5,CL5,CL3,CL0,CL3,CL0,CL2,CL3,CL3,CL0,CL3,CL4,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,USER,CLEAN,CLEAN,USER,USER,CLEAN,USER,USER,CLEAN,CLEAN
991,995,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.52135,0.80523,0.7233,0.94156,-0.78155,0.52975,1.2247,CL5,CL5,CL0,CL3,CL6,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL4,CL2,CL2,CL3,CL6,CL0,CL3,USER,USER,CLEAN,USER,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN,USER,USER,CLEAN,USER
992,996,-0.95197,-0.48246,1.16365,-0.28519,-0.31685,-0.79151,-0.30033,-0.31776,-0.91699,-0.14277,0.52975,0.7654,CL5,CL0,CL0,CL4,CL4,CL6,CL5,CL0,CL0,CL4,CL0,CL4,CL4,CL3,CL0,CL3,CL6,CL0,CL0,USER,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,USER,USER,USER,CLEAN,USER,USER,CLEAN,CLEAN
993,997,-0.95197,-0.48246,1.16365,0.96082,-0.31685,-0.79151,0.96248,-0.45174,0.43852,0.7583,0.88113,0.7654,CL5,CL2,CL2,CL4,CL5,CL4,CL4,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL2,CL5,CL0,CL5,USER,CLEAN,CLEAN,USER,USER,USER,USER,USER,CLEAN,USER,CLEAN,USER,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER
994,998,-0.07854,-0.48246,1.16365,0.96082,-0.31685,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,CL6,CL0,CL2,CL5,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0,USER,CLEAN,CLEAN,USER,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
995,999,-0.07854,0.48246,1.98437,-0.57009,-0.31685,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,CL3,CL6,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL2,CL4,CL0,CL0,USER,USER,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
996,1000,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,CL4,CL3,CL3,CL2,CL5,CL3,CL3,CL3,CL0,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL0,CL0,USER,USER,USER,CLEAN,USER,USER,USER,USER,CLEAN,USER,USER,USER,USER,USER,CLEAN,USER,USER,CLEAN,CLEAN
997,1001,-0.95197,-0.48246,-1.7379,-0.46841,-0.31685,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.7654,CL5,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL0,CL0,CL0,USER,CLEAN,USER,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
998,1002,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.05188,0.96248,-1.27553,-2.35413,-0.89891,1.29221,1.92173,CL5,CL6,CL1,CL5,CL5,CL6,CL4,CL3,CL0,CL3,CL4,CL0,CL6,CL2,CL0,CL2,CL6,CL0,CL0,USER,USER,CLEAN,USER,USER,USER,USER,USER,CLEAN,USER,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
999,1003,1.09449,0.48246,-0.61113,-0.28519,-0.31685,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084,CL4,CL1,CL0,CL1,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1000,1004,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,2.127,-1.7625,-0.31776,-1.47955,0.25953,-1.37983,-0.52593,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL3,CL3,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,USER,CLEAN,CLEAN
1001,1005,-0.95197,-0.48246,-1.22751,0.24923,-0.31685,1.8399,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,CL5,CL0,CL0,CL3,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL3,CL0,CL5,CL0,CL3,USER,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,USER,CLEAN,USER,CLEAN,USER,CLEAN,USER
1002,1006,-0.95197,-0.48246,-1.22751,-0.57009,-0.22166,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.2247,CL5,CL3,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL6,CL0,CL4,USER,USER,CLEAN,USER,USER,USER,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,USER,CLEAN,USER
1003,1007,-0.95197,0.48246,-1.22751,-0.57009,-0.31685,1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,CL3,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER
1004,1008,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,CL4,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,USER,USER,CLEAN,CLEAN
1005,1009,1.09449,-0.48246,1.16365,-0.28519,-0.31685,0.62967,-1.23177,-0.58331,-0.45321,-1.13788,-0.21712,-0.21575,CL6,CL6,CL2,CL2,CL4,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL3,CL2,CL0,CL2,CL6,CL0,CL3,USER,USER,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER
1006,1010,-0.95197,0.48246,-1.22751,0.96082,-0.31685,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,CL5,CL6,CL0,CL4,CL4,CL3,CL3,CL0,CL0,CL4,CL0,CL5,CL5,CL0,CL0,CL0,CL3,CL0,CL0,USER,USER,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,USER,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1007,1011,1.09449,-0.48246,0.45468,-0.57009,-0.31685,-0.67825,0.00332,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,CL6,CL0,CL1,CL3,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,USER,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1008,1012,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,CL6,CL0,CL0,CL3,CL6,CL6,CL6,CL2,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL0,USER,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1009,1013,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,1.8399,-1.23177,0.44585,-0.76096,-1.38502,0.19268,-1.18084,CL6,CL6,CL0,CL6,CL5,CL4,CL5,CL3,CL3,CL0,CL2,CL0,CL6,CL2,CL6,CL2,CL6,CL0,CL4,USER,USER,CLEAN,USER,USER,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,USER,CLEAN,USER
1010,1014,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,CL5,CL4,CL0,CL6,CL6,CL5,CL6,CL3,CL0,CL3,CL0,CL4,CL3,CL3,CL3,CL3,CL6,CL0,CL0,USER,USER,CLEAN,USER,USER,USER,USER,USER,CLEAN,USER,CLEAN,USER,USER,USER,USER,USER,USER,CLEAN,CLEAN
1011,1015,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,-0.79151,2.127,0.88309,0.43852,-0.65253,1.86203,1.92173,CL5,CL3,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL3,CL2,CL5,CL6,CL0,CL0,USER,USER,CLEAN,USER,USER,USER,USER,USER,USER,USER,CLEAN,USER,USER,USER,CLEAN,USER,USER,CLEAN,CLEAN
1012,1016,1.09449,-0.48246,0.45468,-0.57009,-0.31685,-1.1943,0.63779,2.44904,0.76096,1.30612,-1.37983,0.07987,CL1,CL6,CL1,CL6,CL6,CL4,CL6,CL1,CL1,CL5,CL1,CL0,CL6,CL1,CL6,CL2,CL6,CL0,CL0,CLEAN,USER,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN
1013,1017,-0.95197,-0.48246,-0.05921,-0.28519,-0.31685,-2.21844,2.57309,1.88511,0.13136,1.63088,0.19268,0.7654,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,USER,CLEAN,CLEAN
1014,1018,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.31287,-2.5383,-0.84732,-1.6209,-2.57309,0.88113,0.07987,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL2,CL2,CL2,CL2,CL5,CL6,CL3,CL5,CL4,CL3,CL0,CL0,USER,USER,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,USER,USER,USER,USER,USER,USER,CLEAN,CLEAN
1015,1019,-0.95197,0.48246,-1.22751,0.96082,-0.31685,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,CL5,CL0,CL0,CL0,CL6,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1016,1020,-0.07854,-0.48246,-1.22751,-0.28519,-0.31685,0.22393,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.7654,CL0,CL4,CL1,CL2,CL6,CL6,CL5,CL2,CL0,CL6,CL0,CL5,CL4,CL6,CL0,CL2,CL0,CL0,CL1,CLEAN,USER,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
1017,1021,0.49788,0.48246,-0.61113,-0.57009,-0.31685,0.91093,-1.37639,-1.42424,-0.45321,-0.78155,0.19268,-2.07848,CL3,CL6,CL0,CL0,CL6,CL5,CL5,CL3,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0,USER,USER,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1018,1022,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,CL6,CL3,CL0,CL3,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL2,CL3,CL3,CL0,CL2,USER,USER,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN,USER,USER,CLEAN,CLEAN
1019,1023,-0.95197,0.48246,-0.61113,0.96082,-0.31685,2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL2,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1020,1024,-0.95197,-0.48246,-1.22751,-0.09765,-0.31685,1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,CL5,CL0,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL4,CL0,CL4,CL2,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN
1021,1025,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.67825,-0.30033,1.06238,-1.07533,-2.42317,1.29221,0.7654,CL6,CL4,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL4,CL0,CL0,USER,USER,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN
1022,1026,-0.95197,0.48246,-1.22751,-0.57009,0.1144,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987,CL4,CL6,CL0,CL5,CL6,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL3,USER,USER,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,USER,USER,USER,USER,USER,CLEAN,USER
1023,1027,-0.95197,0.48246,0.45468,-0.57009,-0.31685,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL2,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,CLEAN,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1024,1028,1.09449,-0.48246,1.98437,-0.57009,-0.31685,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,CL2,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL0,CL0,CL2,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
1025,1029,0.49788,0.48246,0.45468,-0.57009,-0.50212,0.62967,0.32197,-0.45174,-0.01729,0.58489,1.29221,1.2247,CL5,CL2,CL2,CL2,CL6,CL3,CL4,CL1,CL1,CL3,CL1,CL1,CL0,CL1,CL0,CL1,CL5,CL0,CL1,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1026,1030,-0.95197,0.48246,1.16365,-0.57009,-0.31685,-0.34799,0.80523,0.58331,0.59042,1.30612,-0.21712,1.92173,CL5,CL3,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL4,CL4,CL4,CL4,CL0,CL5,USER,USER,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,USER
1027,1031,-0.95197,0.48246,0.45468,0.96082,-0.31685,0.52135,-0.94779,-0.84732,-1.07533,-0.40581,-0.21712,0.40148,CL5,CL2,CL2,CL3,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL5,CL0,CL2,USER,CLEAN,CLEAN,USER,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1028,1032,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,CL3,CL4,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL5,CL0,CL0,USER,USER,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1029,1033,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,CL3,CL2,CL1,CL3,CL3,CL2,CL4,CL2,CL1,CL2,CL2,CL0,CL2,CL1,CL1,CL1,CL6,CL0,CL1,USER,CLEAN,CLEAN,USER,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1030,1034,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,CL6,CL3,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL3,CL3,CL0,CL0,USER,USER,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,USER,CLEAN,CLEAN
1031,1035,-0.95197,0.48246,-0.61113,0.96082,-0.31685,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,CL6,CL3,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL1,USER,USER,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1032,1036,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.7654,CL6,CL3,CL3,CL0,CL6,CL3,CL4,CL3,CL0,CL4,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0,USER,USER,USER,CLEAN,USER,USER,USER,USER,CLEAN,USER,CLEAN,USER,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1033,1037,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.52135,0.80523,0.88309,-0.15487,-0.27607,1.29221,1.2247,CL6,CL0,CL3,CL2,CL6,CL6,CL4,CL3,CL0,CL4,CL3,CL3,CL3,CL4,CL2,CL4,CL6,CL0,CL2,USER,CLEAN,USER,CLEAN,USER,USER,USER,USER,CLEAN,USER,USER,USER,USER,USER,CLEAN,USER,USER,CLEAN,CLEAN
1034,1038,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.84637,CL4,CL4,CL0,CL4,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL1,USER,USER,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN
1035,1039,0.49788,0.48246,1.16365,-0.57009,-0.31685,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,USER,CLEAN,CLEAN,CLEAN,USER,USER,USER,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
1036,1040,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,CL5,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3,USER,CLEAN,CLEAN,USER,USER,USER,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER
1037,1041,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.73545,-0.15487,0.58331,-0.76096,0.41594,-0.71126,0.07987,CL6,CL3,CL0,CL6,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL0,CL6,CL0,CL5,CL0,CL6,CL0,CL3,USER,USER,CLEAN,USER,USER,USER,USER,USER,CLEAN,USER,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,USER,CLEAN,USER
1038,1042,0.49788,0.48246,1.16365,0.96082,-0.31685,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,CL6,CL1,CL0,CL2,CL6,CL1,CL3,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1,USER,CLEAN,CLEAN,CLEAN,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,USER,CLEAN,CLEAN
1039,1043,0.49788,-0.48246,0.45468,0.96082,-0.31685,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,CL6,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,USER,CLEAN,CLEAN,USER,USER,CLEAN,USER,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
